Platform,Hashtag,Content_Type,Region,Views,Views_norm,Engagement_Level
Twitter,#Viral,Reel,Japan,3255672,1.2281803570288672,High
YouTube,#Comedy,Reel,Canada,2440651,0.923384961494898,High
Twitter,#Comedy,Tweet,Canada,1263815,0.4767657054882795,High
TikTok,#Fashion,Video,Canada,2815018,1.062576153494417,Medium
TikTok,#Tech,Shorts,Canada,3868012,1.4600465477059994,Low
YouTube,#Education,Tweet,India,4649706,1.7591489302536891,High
Twitter,#Viral,Post,Germany,1972112,0.7439659831398597,Medium
Twitter,#Gaming,Live Stream,Australia,3944256,1.4879440380644156,High
TikTok,#Fitness,Reel,India,1742308,0.6576636216331656,High
Twitter,#Education,Post,India,3474219,1.3106257423402832,Low
Instagram,#Gaming,Live Stream,India,3335657,1.302236038044699,Low
YouTube,#Fashion,Tweet,Australia,3571417,1.351193902375729,Medium
TikTok,#Challenge,Tweet,Canada,112544,0.0424816362164915,Low
YouTube,#Challenge,Shorts,Brazil,1120236,0.4238250678713174,High
TikTok,#Music,Tweet,Australia,1689148,0.6375974805570648,Medium
Twitter,#Tech,Live Stream,USA,2685855,1.0132207276493972,Medium
Instagram,#Education,Shorts,Canada,2388920,0.9326311776078122,Low
Twitter,#Challenge,Reel,USA,1729498,0.652441484007207,High
YouTube,#Music,Video,Germany,251467,0.0951388978236698,Low
YouTube,#Gaming,Tweet,Japan,1300227,0.4919220561766622,High
YouTube,#Music,Shorts,USA,1073279,0.4060595669304143,Medium
Instagram,#Viral,Shorts,Brazil,3848863,1.5025909750603357,Low
Twitter,#Music,Shorts,UK,266645,0.1005900321961064,Medium
TikTok,#Viral,Video,UK,4574441,1.7267001213374673,High
Twitter,#Education,Video,Australia,4352106,1.6418027064481544,Medium
Instagram,#Dance,Shorts,India,1926503,0.7521041983636887,High
Instagram,#Challenge,Live Stream,UK,2167670,0.8462554730862174,Medium
Instagram,#Fashion,Video,Germany,1083140,0.4228564094712781,High
Instagram,#Fashion,Post,UK,4398342,1.71710684283354,Medium
Twitter,#Fitness,Tweet,Australia,3684089,1.3897977877827137,Low
Twitter,#Fitness,Post,USA,2524980,0.9525317163064182,Low
Twitter,#Challenge,Shorts,UK,3061168,1.154805031700166,Low
Instagram,#Viral,Live Stream,UK,275149,0.1074178021397166,Medium
YouTube,#Tech,Tweet,India,4867109,1.841400206976119,Medium
TikTok,#Fashion,Tweet,Australia,1123564,0.4241082342367974,Low
TikTok,#Viral,Live Stream,Japan,3501632,1.3217502202518645,Low
YouTube,#Comedy,Post,UK,4874267,1.844108332617344,High
Instagram,#Challenge,Live Stream,USA,1137375,0.4440296810406733,High
YouTube,#Education,Live Stream,Germany,2623136,0.9924255185833128,Low
YouTube,#Fitness,Live Stream,India,4473535,1.6924971836289084,Low
Instagram,#Fashion,Video,UK,2984034,1.164962888435674,High
Twitter,#Fitness,Reel,India,3033602,1.1444059436710718,Low
Instagram,#Music,Shorts,Brazil,3683276,1.4379460314010484,High
Instagram,#Dance,Shorts,UK,2836012,1.107175297318406,Medium
TikTok,#Dance,Video,UK,3099164,1.169831866854269,Medium
Instagram,#Tech,Live Stream,UK,2682414,1.0472108432478615,High
TikTok,#Challenge,Post,Germany,2872586,1.084306168721448,High
TikTok,#Music,Video,Japan,4174438,1.5757122238795371,Medium
YouTube,#Tech,Live Stream,USA,4086758,1.546165706800754,High
YouTube,#Fitness,Post,Australia,3574391,1.3523190722076652,Medium
Instagram,#Dance,Post,USA,4533957,1.770050757720302,Medium
YouTube,#Comedy,Post,Germany,3747425,1.4177839803109984,Low
Instagram,#Gaming,Tweet,USA,1296124,0.5060050786320798,High
TikTok,#Tech,Video,UK,3754208,1.4170893031795777,Medium
TikTok,#Comedy,Tweet,Japan,4583841,1.730248310316311,Medium
TikTok,#Viral,Video,Germany,2627566,0.9918192257856652,Low
TikTok,#Dance,Post,Australia,797705,0.3011072435498685,Low
TikTok,#Music,Tweet,Canada,3971254,1.499016986701086,High
YouTube,#Comedy,Post,Canada,4893326,1.851319029263907,Low
YouTube,#Challenge,Shorts,Brazil,4511253,1.706767242714646,Medium
Instagram,#Education,Tweet,Australia,3979197,1.55347319459985,High
TikTok,#Comedy,Reel,UK,1172906,0.4427332066404274,High
Instagram,#Dance,Reel,UK,1576695,0.6155396223307392,High
Twitter,#Gaming,Live Stream,Canada,4906236,1.8508445206236628,Low
Instagram,#Fashion,Live Stream,Canada,3419646,1.3350252314777575,Medium
Twitter,#Education,Reel,UK,4962420,1.8720395566037336,Low
YouTube,#Fashion,Video,Canada,2449590,0.926766902694522,Medium
YouTube,#Comedy,Tweet,Australia,3800628,1.4379125649002793,Low
Twitter,#Challenge,Shorts,Japan,3829079,1.4444942897539244,Medium
YouTube,#Viral,Shorts,Germany,1201990,0.4547555098485005,Low
YouTube,#Gaming,Shorts,Brazil,1020876,0.3862336507559112,High
YouTube,#Tech,Live Stream,USA,2335723,0.8836869722126383,Low
TikTok,#Music,Post,UK,4038519,1.524407298580016,High
Instagram,#Viral,Live Stream,USA,3237254,1.263819638261474,High
Instagram,#Dance,Post,USA,4197833,1.6388283970124304,Low
Instagram,#Education,Post,Germany,514956,0.2010381346785194,Low
Twitter,#Comedy,Reel,Australia,2549644,0.9618360443608904,Medium
YouTube,#Gaming,Tweet,India,1437913,0.5440135603730372,Low
YouTube,#Challenge,Post,India,514808,0.1947701515936795,Low
Twitter,#Challenge,Live Stream,India,3402798,1.2836826506285386,High
YouTube,#Fashion,Live Stream,Canada,413996,0.1566293913054516,High
Twitter,#Challenge,Reel,Brazil,2374524,0.8957732026118154,Medium
TikTok,#Tech,Shorts,USA,1372415,0.5180412529149158,Low
YouTube,#Education,Live Stream,Brazil,3306131,1.2508267860222904,High
TikTok,#Gaming,Reel,USA,3553589,1.3413622686320557,Low
YouTube,#Challenge,Reel,Germany,848550,0.3210366041996564,Medium
YouTube,#Challenge,Video,Germany,1769189,0.6693470375904614,Low
YouTube,#Education,Reel,UK,1086831,0.4111867698767507,Medium
Twitter,#Music,Shorts,UK,473800,0.1787378621557323,Low
TikTok,#Education,Reel,Canada,4387929,1.6562980125265998,Low
YouTube,#Comedy,Live Stream,USA,2449452,0.9267146923929728,Medium
Instagram,#Comedy,Shorts,India,4854685,1.895262540589464,High
TikTok,#Comedy,Live Stream,UK,2052067,0.7745873950265426,High
YouTube,#Dance,Tweet,India,4767251,1.8036203787725136,Medium
YouTube,#Challenge,Video,Brazil,2368362,0.8960354652000552,Low
Twitter,#Music,Shorts,Australia,2175561,0.8207157495343755,Low
TikTok,#Education,Tweet,Germany,4539531,1.7135227514171008,High
Instagram,#Education,Video,UK,3713005,1.449552193298099,Medium
YouTube,#Comedy,Reel,Brazil,1236179,0.4676904228895494,Low
Twitter,#Comedy,Video,Australia,1933738,0.7294896498296781,Medium
TikTok,#Dance,Video,UK,4909664,1.853235712194385,High
Twitter,#Education,Video,Brazil,4022545,1.5174780365665477,High
Instagram,#Comedy,Post,Brazil,4117289,1.6073841269785891,Low
Twitter,#Music,Live Stream,Australia,4850591,1.8298528187670655,High
Instagram,#Fitness,Live Stream,USA,2359516,0.9211518952767254,High
Instagram,#Viral,Post,Japan,3647993,1.42417159532134,High
YouTube,#Tech,Live Stream,India,3520520,1.3319377594920447,Medium
YouTube,#Gaming,Video,USA,3230981,1.2223948718090982,Low
Instagram,#Challenge,Live Stream,UK,4902801,1.9140469627307568,Medium
YouTube,#Education,Reel,USA,4378018,1.6563597099109912,Medium
TikTok,#Fitness,Video,UK,4489295,1.694560323593568,Low
TikTok,#Tech,Reel,USA,4536700,1.7124541425874085,Medium
Twitter,#Fitness,Post,Brazil,4303043,1.6232940198062238,Low
YouTube,#Fitness,Video,Australia,348322,0.1317825844653028,High
YouTube,#Tech,Video,USA,4402616,1.6656660069943725,High
YouTube,#Music,Tweet,Japan,4377468,1.6561516253758315,High
TikTok,#Fitness,Video,Canada,1568096,0.5919043558478068,Low
TikTok,#Viral,Video,Australia,2732458,1.0314124851866124,Medium
YouTube,#Music,Reel,Japan,4278894,1.6188575799779443,Low
TikTok,#Music,Reel,Japan,2325819,0.8779197172963837,High
Instagram,#Viral,Video,Germany,90504,0.0353326407323047,High
YouTube,#Fitness,Shorts,Japan,449430,0.1700353320669985,Medium
Instagram,#Tech,Video,UK,1357187,0.529843992282711,High
Twitter,#Tech,Shorts,Japan,3342463,1.260921677827428,Medium
TikTok,#Challenge,Reel,India,137563,0.0519254809039062,Medium
Instagram,#Fashion,Live Stream,Germany,1211898,0.4731233607155335,High
Twitter,#Viral,Live Stream,Australia,3574989,1.3486405468346545,High
TikTok,#Dance,Video,Canada,885342,0.3341873113731614,High
YouTube,#Gaming,Video,Canada,3620989,1.3699487506974366,Low
Instagram,#Dance,Reel,Canada,4694304,1.8326500123775864,Low
TikTok,#Fashion,Live Stream,Australia,4298867,1.6226800543527906,High
TikTok,#Education,Tweet,Australia,1308627,0.4939633934912453,Low
Instagram,#Fashion,Post,Canada,2126836,0.8303139340198453,Medium
YouTube,#Challenge,Live Stream,Canada,4411840,1.6691557738167608,Low
Twitter,#Gaming,Tweet,Canada,3605502,1.3601513707855997,Medium
YouTube,#Dance,Tweet,India,4563829,1.7266586109338449,High
TikTok,#Viral,Live Stream,Canada,400059,0.151009035605038,Medium
Twitter,#Comedy,Reel,India,977370,0.3687062565114987,Low
YouTube,#Tech,Shorts,USA,4464692,1.689151562639058,High
YouTube,#Tech,Video,Canada,1880584,0.7114917226706815,Medium
TikTok,#Dance,Shorts,Brazil,3073948,1.160313661185064,High
Instagram,#Education,Post,Germany,3839951,1.4991117421622726,High
TikTok,#Education,Reel,Canada,2716465,1.0253756568527133,High
YouTube,#Fashion,Tweet,UK,1335761,0.5053658304900563,High
YouTube,#Gaming,Video,Japan,1180149,0.4464922837895473,High
Instagram,#Comedy,Reel,Brazil,2002817,0.7818970820466762,Medium
TikTok,#Viral,Live Stream,Australia,845246,0.3190523980438285,Low
YouTube,#Viral,Video,Germany,4066726,1.538586889694717,High
YouTube,#Gaming,Tweet,Japan,3764424,1.4242153057895088,Medium
TikTok,#Viral,Reel,Japan,3988342,1.5054671413043292,Low
TikTok,#Music,Tweet,Japan,1934330,0.730145573132696,High
Twitter,#Challenge,Live Stream,Canada,383395,0.1446331841730624,Low
Instagram,#Dance,Video,India,3469085,1.3543261510521898,Medium
Instagram,#Music,Video,Australia,2594914,1.0130509601037283,High
Twitter,#Tech,Reel,India,1785067,0.6734045153751511,Low
Instagram,#Education,Tweet,Brazil,3329289,1.299749979349135,High
YouTube,#Dance,Live Stream,Germany,2888178,1.092700321070244,Low
Instagram,#Education,Tweet,Germany,3177760,1.2405932601154503,Low
Twitter,#Education,Video,Germany,3812332,1.4381765966819064,Low
Instagram,#Fashion,Tweet,India,3660613,1.4290984264673854,High
YouTube,#Viral,Video,Germany,3837180,1.4517414847714782,Low
YouTube,#Education,Post,UK,4709663,1.781832792934732,Medium
YouTube,#Viral,Tweet,Brazil,4812283,1.8206575838403576,Low
TikTok,#Fitness,Tweet,India,3722792,1.4052308026519855,High
TikTok,#Education,Post,Brazil,4094329,1.5454737269746208,Low
YouTube,#Comedy,Shorts,UK,4693348,1.7756602489508566,High
TikTok,#Gaming,Reel,UK,3610950,1.3630141482081697,Medium
Instagram,#Gaming,Live Stream,Australia,2912021,1.13684910940872,Low
Twitter,#Music,Tweet,USA,1339049,0.5051472257952114,Low
YouTube,#Viral,Reel,UK,1804365,0.6826553677882425,Medium
TikTok,#Viral,Post,Germany,1641189,0.6194945448936201,High
Instagram,#Gaming,Post,Canada,3053227,1.191975743228726,High
Instagram,#Comedy,Reel,Canada,3118393,1.2174164625998185,Low
Twitter,#Gaming,Tweet,Canada,2224167,0.8390520360011158,Low
Instagram,#Dance,Reel,India,165577,0.0646410396726423,Medium
Twitter,#Music,Reel,Brazil,1666321,0.6286083858277797,Medium
YouTube,#Comedy,Live Stream,Japan,2589337,0.979638156394468,Medium
Twitter,#Viral,Video,India,4318612,1.6291673203041186,High
Twitter,#Challenge,Live Stream,Japan,749258,0.2826525393057823,Medium
Twitter,#Fashion,Shorts,Japan,1228204,0.4633316953379465,High
Twitter,#Education,Shorts,Brazil,3553691,1.3406060196328968,High
TikTok,#Viral,Tweet,Japan,4834827,1.8249872208529223,High
Instagram,#Challenge,Video,USA,3423533,1.336542711086686,High
Twitter,#Fitness,Shorts,Brazil,2867658,1.081804686183586,High
TikTok,#Dance,Shorts,Australia,1455898,0.5495533231830897,Low
TikTok,#Viral,Shorts,USA,2465078,0.9304853820841325,High
TikTok,#Dance,Tweet,Japan,2737606,1.0333556848528986,High
Twitter,#Education,Reel,India,1542718,0.5819799857095125,Low
Instagram,#Music,Shorts,India,2696673,1.05277753780503,Low
Instagram,#Tech,Shorts,UK,1054049,0.4114993219221811,Medium
YouTube,#Dance,Live Stream,Germany,1763209,0.6670845911899972,Low
Twitter,#Comedy,Post,USA,2839455,1.071165294190386,High
Instagram,#Music,Post,Germany,4892331,1.909959488713396,High
Instagram,#Fashion,Live Stream,Japan,1525908,0.5957124453565551,Low
Instagram,#Music,Video,Japan,856528,0.3343873873106107,Medium
Instagram,#Fashion,Post,UK,3223480,1.2584422870565908,High
TikTok,#Fashion,Tweet,UK,921283,0.3477538496804628,Low
Twitter,#Challenge,Post,India,2295070,0.8657997156980932,Low
TikTok,#Music,Post,Australia,3121381,1.1782180492524583,Low
YouTube,#Music,Tweet,Canada,3563404,1.3481622998662102,High
YouTube,#Fitness,Live Stream,USA,3024496,1.1442742622773487,High
Instagram,#Gaming,Shorts,Brazil,2941067,1.1481886290179142,Medium
Twitter,#Challenge,Post,Brazil,4997429,1.8852464663044728,Low
Instagram,#Comedy,Tweet,India,1161779,0.4535569700492383,Medium
YouTube,#Education,Video,UK,3191266,1.2073692766929716,Medium
Twitter,#Viral,Post,Australia,2387714,0.900749041366214,Medium
YouTube,#Fitness,Tweet,UK,2599776,0.9835876008718004,Medium
TikTok,#Fashion,Reel,Germany,2450821,0.9251038363105816,Low
Instagram,#Fashion,Post,Germany,2231843,0.8713085265834571,Medium
TikTok,#Tech,Post,Canada,4735705,1.7875719455379249,Medium
TikTok,#Fashion,Live Stream,Japan,2592123,0.97844066600086,Low
Instagram,#Dance,Post,Germany,1156532,0.4515085482565839,Low
TikTok,#Music,Tweet,Brazil,3903036,1.473266948854407,High
Twitter,#Fitness,Reel,USA,2840705,1.071636848280075,Medium
Instagram,#Gaming,Shorts,USA,403838,0.1576578158761213,Medium
Twitter,#Music,Live Stream,UK,3526600,1.3303861221578843,High
Twitter,#Fashion,Reel,UK,3041152,1.1472541303727937,High
TikTok,#Fashion,Shorts,Japan,2404490,0.9076154167809196,Low
YouTube,#Gaming,Video,UK,709873,0.2685701695044755,High
Instagram,#Tech,Tweet,Australia,3428187,1.3383596264712896,High
YouTube,#Fashion,Shorts,Germany,495662,0.1875265397570091,Medium
YouTube,#Tech,Shorts,Canada,1351460,0.5113053197945527,High
Twitter,#Music,Shorts,Canada,2693390,1.0160632557020428,Medium
Twitter,#Gaming,Reel,Brazil,3430962,1.29430733013414,High
YouTube,#Dance,Live Stream,Canada,4999430,1.8914619411158904,Low
TikTok,#Fitness,Video,Australia,4678230,1.7658770347337696,Medium
Instagram,#Fashion,Post,Japan,4446628,1.7359576327477986,High
Instagram,#Music,Post,Brazil,3951368,1.5426087901653576,High
Instagram,#Tech,Video,Brazil,1904069,0.7433459947241973,High
TikTok,#Comedy,Tweet,Canada,937337,0.3538137034960332,High
Twitter,#Music,Video,Japan,2471029,0.9321790645521676,High
Instagram,#Music,Reel,UK,2754301,1.0752754320430884,High
TikTok,#Viral,Post,Australia,2551235,0.9630067988767136,Medium
Instagram,#Fitness,Reel,Australia,3471793,1.3553833506356676,Medium
YouTube,#Education,Video,USA,1374677,0.5200891355269238,Medium
Twitter,#Education,Video,Australia,2143799,0.808733748737013,Low
Instagram,#Comedy,Live Stream,India,4827016,1.884460599941292,Medium
YouTube,#Education,Tweet,Australia,1489686,0.5636011251709027,Medium
Instagram,#Tech,Live Stream,Australia,490952,0.1916670051357561,Low
Instagram,#Music,Post,Canada,2180014,0.8510745542008594,Low
Twitter,#Comedy,Reel,Brazil,529799,0.1998631081305293,Low
Instagram,#Dance,Shorts,USA,3761264,1.4683924424484165,Medium
Instagram,#Comedy,Video,Canada,1038860,0.405569556607024,Medium
Instagram,#Dance,Live Stream,Germany,3444824,1.344854689052649,Medium
TikTok,#Fashion,Live Stream,Australia,4967000,1.874878155097683,High
TikTok,#Comedy,Tweet,Germany,3847801,1.452417563934572,High
Instagram,#Gaming,Video,UK,4913774,1.9183308072763636,Medium
Twitter,#Viral,Video,USA,3746244,1.4132453433384111,High
YouTube,#Dance,Shorts,Japan,3014207,1.1403815681277871,Low
Twitter,#Fitness,Post,Japan,3833320,1.4460941784694212,Medium
Twitter,#Fitness,Video,USA,963602,0.3635123711460278,High
Instagram,#Tech,Shorts,Australia,1180913,0.4610268580958652,Medium
TikTok,#Fashion,Live Stream,Germany,1213710,0.4581353665439115,High
TikTok,#Tech,Reel,USA,2526243,0.9535731457959404,High
YouTube,#Education,Post,Canada,2877169,1.0885352253473826,Medium
YouTube,#Gaming,Video,Australia,4117819,1.5579171863400214,Low
Instagram,#Gaming,Shorts,UK,3300636,1.288563886415091,High
YouTube,#Challenge,Shorts,Japan,3572811,1.351721302088479,Low
Instagram,#Fashion,Live Stream,Japan,474320,0.1851738945477192,High
TikTok,#Challenge,Post,UK,2903079,1.0958162672886704,Medium
YouTube,#Challenge,Video,USA,2871175,1.0862674822496596,High
Twitter,#Music,Shorts,Australia,3590997,1.354679457128848,High
Instagram,#Challenge,Post,USA,1301582,0.5081358745429447,Low
Twitter,#Education,Tweet,Canada,780079,0.294279554184427,Medium
TikTok,#Fashion,Live Stream,India,3698927,1.396222554781761,Low
TikTok,#Tech,Video,Brazil,3741285,1.4122112982674924,Medium
TikTok,#Music,Reel,UK,4467464,1.6863198434236593,Low
TikTok,#Comedy,Shorts,UK,2742349,1.0351460104195642,High
Instagram,#Music,Live Stream,USA,1780899,0.6952605912171924,High
TikTok,#Gaming,Shorts,UK,3637344,1.3729770099004683,High
YouTube,#Tech,Tweet,Canada,1944194,0.7355576450007034,Medium
Twitter,#Music,Shorts,USA,674140,0.2543147792183735,High
Instagram,#Music,Shorts,Japan,898563,0.3507977951730525,Medium
TikTok,#Comedy,Shorts,UK,2559080,0.965968026806398,Low
Instagram,#Comedy,Shorts,Australia,2411448,0.941426078721767,High
Twitter,#Comedy,Reel,UK,2539393,0.9579689235821688,Low
YouTube,#Gaming,Tweet,UK,3872317,1.465035059884039,High
Twitter,#Fitness,Post,Germany,2285860,0.8623253051652644,Low
Twitter,#Music,Video,India,3975932,1.4998935959404074,Medium
YouTube,#Challenge,Reel,India,4214946,1.594663780242679,Medium
YouTube,#Challenge,Post,Canada,1663359,0.6293077896705396,High
Instagram,#Fashion,Video,UK,2729253,1.0654967262945827,High
Instagram,#Music,Shorts,India,3287384,1.2833903233130788,Medium
TikTok,#Comedy,Shorts,UK,2541850,0.9594642719015594,Medium
Twitter,#Fashion,Shorts,UK,3673846,1.3859336849501658,High
Instagram,#Dance,Shorts,India,1418058,0.5536079493897573,Low
YouTube,#Fashion,Video,UK,4349698,1.6456452480278565,High
YouTube,#Viral,Post,Canada,326305,0.1234527713550985,Low
Twitter,#Challenge,Live Stream,USA,2656794,1.0022576609290348,High
TikTok,#Fashion,Reel,Japan,605914,0.2287124869071587,High
Twitter,#Fashion,Live Stream,UK,3015306,1.1375039007711114,Medium
Instagram,#Comedy,Tweet,USA,1219230,0.4759857637236797,Medium
YouTube,#Challenge,Live Stream,Brazil,2551155,0.9651925496281594,Low
Twitter,#Fashion,Post,Japan,2647569,0.9987775917471295,Medium
Twitter,#Gaming,Post,India,3575067,1.3486699718098512,Low
Twitter,#Challenge,Video,USA,2335946,0.8812199116741964,Low
Twitter,#Education,Reel,Germany,1977550,0.746017432051643,Medium
Twitter,#Fashion,Shorts,UK,764769,0.2885039596939157,High
YouTube,#Tech,Video,Canada,3620429,1.3697368828070922,Low
Twitter,#Tech,Reel,UK,3485025,1.3147022331348268,Medium
TikTok,#Education,Reel,USA,4468711,1.686790544663725,High
Instagram,#Fitness,Post,Japan,1492331,0.5826040293984914,Medium
Instagram,#Comedy,Shorts,UK,4522021,1.7653909592607775,High
Instagram,#Challenge,Tweet,USA,845352,0.3300242918361097,High
TikTok,#Dance,Post,Australia,3983567,1.5036647367964588,Medium
Instagram,#Tech,Reel,Australia,4975026,1.942243506274586,Medium
Instagram,#Education,Tweet,Brazil,407083,0.158924659542438,Low
Twitter,#Gaming,Post,Germany,2913334,1.099035649864095,Low
YouTube,#Dance,Live Stream,Australia,648171,0.2452261113436987,Low
Twitter,#Tech,Post,Canada,4934327,1.8614416613704263,Low
YouTube,#Gaming,Shorts,Germany,2996758,1.1337799916659643,High
YouTube,#Comedy,Live Stream,Japan,4859049,1.8383508226972325,Low
Instagram,#Comedy,Reel,Brazil,1900224,0.741844911859178,Medium
YouTube,#Gaming,Post,India,576289,0.218030597604874,Low
TikTok,#Gaming,Tweet,Australia,1297808,0.4898795789633609,Low
Twitter,#Comedy,Video,Canada,3085596,1.1640203303425052,Medium
Twitter,#Gaming,Shorts,Japan,4901634,1.849108447087064,Medium
Instagram,#Viral,Tweet,Australia,3827339,1.4941880342055434,High
Instagram,#Education,Shorts,Australia,3200135,1.2493284302337355,Low
