Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Like_Rate,Comment_Rate,Total_Engagement_wo_Shares,Engagement_Rate_wo_Shares,Views_norm
TikTok,#Fitness,Shorts,India,1580449,299597,35471,1908,0.189564484523069,0.0012072518632363,301505,0.1907717363863054,0.5965672046196855
Instagram,#Dance,Tweet,India,4764800,52536,65976,47528,0.0110258562793821,0.0099748153122901,100064,0.0210006715916722,1.8601715566304875
Twitter,#Comedy,Tweet,Japan,4336145,295452,2342,22411,0.0681370203256579,0.0051684157241051,317863,0.0733054360497631,1.635781526587733
Instagram,#Viral,Shorts,Japan,4316287,188239,34891,39029,0.0436113261235872,0.009042262481619,227268,0.0526535886052062,1.6850726804176328
Twitter,#Gaming,Tweet,Japan,1516746,272088,48475,36816,0.1793892978784846,0.0242730160488308,308904,0.2036623139273154,0.5721822234555896
TikTok,#Fitness,Post,USA,4497673,460735,96637,47633,0.1024385276564125,0.0105905876216434,508368,0.113029115278056,1.697722741387691
YouTube,#Dance,Live Stream,UK,1200639,381211,2574,40242,0.3175067609831098,0.0335171521164979,421453,0.3510239130996078,0.4542443785630444
YouTube,#Viral,Tweet,USA,3115115,81186,14964,1885,0.0260619591893076,0.0006051140969113,83071,0.0266670732862189,1.1785586486257886
TikTok,#Dance,Tweet,Japan,2177828,478703,86167,17109,0.219807533009953,0.0078559923005857,495812,0.2276635253105387,0.8220580114274364
Instagram,#Music,Reel,UK,4422912,199110,95413,32057,0.045017852491752,0.0072479398188342,231167,0.0522657923105863,1.7266989380204123
Instagram,#Tech,Post,UK,4326885,300734,1870,1496,0.0695035805203974,0.0003457452647805,302230,0.069849325785178,1.68921012546405
YouTube,#Music,Live Stream,Germany,4732360,84552,21664,36363,0.0178667726039439,0.0076839040140648,120915,0.0255506766180087,1.7904198741974973
YouTube,#Gaming,Video,Japan,2510808,348707,17968,46925,0.1388823836788794,0.0186892028382895,395632,0.157571586517169,0.949927846464358
Instagram,#Education,Video,USA,2710672,252420,23167,5670,0.0931208202246527,0.0020917322346635,258090,0.0952125524593163,1.0582427287094267
TikTok,#Fitness,Shorts,Australia,4096796,365062,58371,48138,0.0891091477339852,0.0117501579282932,413200,0.1008593056622785,1.5464049378481108
YouTube,#Gaming,Live Stream,UK,940184,131729,1559,12135,0.1401098082928448,0.0129070479820971,143864,0.1530168562749419,0.3557050010993457
Twitter,#Viral,Shorts,USA,2184148,326178,46185,1902,0.1493387810716123,0.0008708201092599,328080,0.1502096011808723,0.8239551375089034
Instagram,#Challenge,Shorts,Australia,1498512,205870,16834,34865,0.1373829505536158,0.02326641361564,240735,0.1606493641692559,0.585017083543793
Instagram,#Dance,Video,Germany,4300552,428951,18627,12148,0.0997432422628536,0.0028247536595302,441099,0.1025679959223839,1.6789297574316562
YouTube,#Challenge,Reel,Japan,3267055,133930,81976,22080,0.0409941063128719,0.0067583802537759,156010,0.0477524865666479,1.2360429473024674
TikTok,#Fitness,Post,Canada,2095875,78244,43598,16006,0.0373323790779507,0.0076369058269219,94250,0.0449692849048726,0.7911234655356062
YouTube,#Education,Shorts,USA,1465227,158579,8809,33511,0.1082282813516267,0.0228708589181062,192090,0.1310991402697329,0.5543474167245891
YouTube,#Viral,Reel,Japan,1715566,326676,69635,19235,0.1904187889011556,0.0112120431391156,345911,0.2016308320402712,0.6490595520834221
Instagram,#Fitness,Reel,Brazil,4708687,133736,49028,3765,0.0284019727792482,0.0007995859567645,137501,0.0292015587360128,1.8382651163691528
YouTube,#Challenge,Tweet,UK,1091635,198291,5604,31314,0.1816458798041469,0.0286854122485995,229605,0.2103312920527465,0.4130042937074916
TikTok,#Dance,Reel,UK,1111002,266261,22269,39363,0.2396584344582638,0.0354301792436017,305624,0.2750886137018655,0.4193664948801763
YouTube,#Comedy,Post,Japan,869375,123390,59716,46989,0.1419295470884256,0.0540491732566498,170379,0.1959787203450755,0.3289154413718418
Twitter,#Gaming,Video,Japan,2551247,384714,36284,18974,0.15079449382988,0.007437147402819,403688,0.1582316412326991,0.9624407653255078
YouTube,#Viral,Shorts,India,920528,400658,58158,26810,0.4352480315644934,0.0291245893661029,427468,0.4643726209305963,0.3482684381482545
YouTube,#Viral,Shorts,Japan,2846948,55585,27235,29699,0.0195244170248279,0.0104318730092716,85284,0.0299562900340996,1.0771015476436316
Instagram,#Fashion,Shorts,UK,2801638,111973,60593,35663,0.039966976461627,0.0127293390509409,147636,0.052696315512568,1.0937557336247326
TikTok,#Dance,Video,Canada,1556267,56055,12612,20474,0.0360188836491424,0.0131558402253597,76529,0.0491747238745022,0.587439299738153
TikTok,#Viral,Post,Brazil,1828433,126683,82181,48618,0.0692850107168269,0.0265899816947079,175301,0.0958749924115349,0.6901729594845423
YouTube,#Dance,Post,UK,3988715,211316,4804,33837,0.0529784654957799,0.0084831831805481,245153,0.061461648676328,1.5090725575631758
TikTok,#Fashion,Video,Canada,3290858,250085,41283,20251,0.0759938593521811,0.0061537143200952,270336,0.0821475736722763,1.2421900092064526
YouTube,#Viral,Tweet,USA,3703315,449350,54600,26510,0.1213372343427442,0.0071584512794617,475860,0.128495685622206,1.401095600591186
TikTok,#Education,Post,Canada,506215,303740,98918,36904,0.6000217298973756,0.0729018302499926,340644,0.6729235601473682,0.1910794131835662
YouTube,#Fitness,Post,Canada,762333,406861,79834,13785,0.5337050868846029,0.0180826489211407,420646,0.5517877358057437,0.2884176508035316
Twitter,#Dance,Post,Brazil,3252738,420498,5811,2661,0.1292750907081972,0.0008180800298087,423159,0.1300931707380059,1.2270735252695493
Instagram,#Fashion,Tweet,Germany,4080585,203708,22677,23693,0.0499212735428866,0.0058062753257192,227401,0.0557275488686058,1.5930549343966205
TikTok,#Comedy,Tweet,Germany,1450112,409512,91982,9118,0.2824002559802277,0.0062877901844823,418630,0.28868804616471,0.5473692996265374
Twitter,#Gaming,Post,UK,2512592,418988,4122,18706,0.1667552869705865,0.0074449015200239,437694,0.1742001884906105,0.947858426655964
TikTok,#Fitness,Video,Japan,3714148,291659,27722,28024,0.0785264884436484,0.0075452028298279,319683,0.0860716912734764,1.4019679786591
Twitter,#Challenge,Tweet,USA,2276898,337038,56049,13735,0.1480250762221232,0.0060323299506609,350773,0.1540574061727842,0.8589444509638299
Instagram,#Fitness,Post,Australia,2787914,198350,96753,45466,0.0711463839989325,0.0163082505414442,243816,0.0874546345403767,1.0883979023530743
Instagram,#Comedy,Tweet,USA,893271,69359,66059,43386,0.0776460894846021,0.048569806923095,112745,0.1262158964076971,0.3487318054404953
YouTube,#Dance,Post,Japan,2061951,381908,33698,25476,0.1852168165004891,0.0123552887532244,407384,0.1975721052537136,0.7801093006494442
Twitter,#Music,Reel,Canada,3823345,32222,64447,44453,0.0084276987820874,0.0116267299969006,76675,0.020054428778988,1.4423311768337026
Twitter,#Fitness,Live Stream,USA,4330038,118835,19134,27781,0.0274443318973182,0.0064158790292371,146616,0.0338602109265553,1.6334777019271485
YouTube,#Fitness,Video,Canada,2714016,86422,85827,36320,0.031842848384092,0.0133823824177897,122742,0.0452252308018817,1.026808650502074
Instagram,#Music,Tweet,Canada,4588770,448601,52948,32818,0.097760619948265,0.0071518075649901,481419,0.1049124275132551,1.7914496797177806
Instagram,#Tech,Video,Canada,485489,265199,14446,34447,0.54625130538488,0.0709532038830951,299646,0.6172045092679752,0.1895342572315687
YouTube,#Education,Post,UK,2688752,472554,2742,14495,0.1757521705237225,0.0053909769290734,487049,0.1811431474527959,1.0172503819633902
YouTube,#Comedy,Post,Brazil,2417512,154294,98184,18043,0.0638234680944706,0.0074634582992762,172337,0.0712869263937469,0.914630655932968
TikTok,#Comedy,Tweet,Japan,1612356,488560,75088,11999,0.303010005234576,0.0074419048894909,500559,0.3104519101240669,0.6086110414013851
Twitter,#Dance,Live Stream,UK,4041579,326486,69020,47705,0.0807817934525095,0.011803554996698,374191,0.0925853484492076,1.5246584850010605
Twitter,#Dance,Post,Canada,2214561,156292,18753,3643,0.070574709840912,0.0016450212931592,159935,0.0722197311340712,0.8354282371326734
YouTube,#Dance,Post,UK,2524440,262085,98352,37571,0.1038190648222972,0.0148829047234238,299656,0.118701969545721,0.9550853162521724
Instagram,#Viral,Reel,Canada,4675636,328475,4510,45120,0.0702524747435429,0.0096500240822852,373595,0.0799024988258281,1.8253620501086183
YouTube,#Tech,Live Stream,UK,1093553,43035,52724,29091,0.0393533738191015,0.0266022771644355,72126,0.0659556509835371,0.4137299412319214
Twitter,#Music,Tweet,Australia,2860355,157614,70326,47778,0.0551029505078915,0.016703521066441,205392,0.0718064715743325,1.0790496785699866
Twitter,#Fitness,Video,USA,4643597,200851,87149,35230,0.043253322801268,0.0075867910156716,236081,0.0508401138169397,1.7517657249741918
Twitter,#Challenge,Reel,Brazil,4889936,142520,56142,26214,0.0291455757294165,0.0053608063582018,168734,0.0345063820876183,1.8446954552941175
TikTok,#Education,Reel,Japan,1483481,353517,41615,11414,0.2383023442834791,0.0076940655121299,364931,0.2459964097956091,0.559964993034521
Instagram,#Dance,Tweet,Germany,734933,421895,50675,12150,0.574059131920869,0.0165321192544082,434045,0.5905912511752772,0.2869168617002002
YouTube,#Fashion,Reel,Japan,4485712,464196,67958,45876,0.1034832374436878,0.0102271389692427,510072,0.1137103764129306,1.6971041752373457
Twitter,#Comedy,Shorts,UK,1165962,105888,48384,47511,0.0908159957185568,0.0407483262747842,153399,0.1315643219933411,0.4398513196176065
Twitter,#Gaming,Tweet,India,791211,251591,9900,36509,0.3179821817441871,0.0461431906280372,288100,0.3641253723722243,0.2984790262855616
YouTube,#Dance,Post,UK,755921,275570,36739,37643,0.3645486763828495,0.0497975317526566,313213,0.4143462081355062,0.2859917634590873
Instagram,#Fitness,Tweet,India,1966067,136472,63614,18304,0.0694137076712034,0.0093099573920929,154776,0.0787236650632964,0.7675499311261401
Twitter,#Fashion,Tweet,Germany,3275624,455318,72364,39134,0.1390019123073954,0.0119470366562218,494452,0.1509489489636173,1.2357071147868477
Twitter,#Comedy,Live Stream,India,4914869,200375,2393,37178,0.0407691435926369,0.0075643928658118,237553,0.0483335364584488,1.8541012617886912
Twitter,#Music,Tweet,Japan,694970,180020,88660,5645,0.2590327640042016,0.0081226527763788,185665,0.2671554167805804,0.2621727565689516
YouTube,#Comedy,Tweet,Australia,2507996,317525,50404,25462,0.1266050663557677,0.0101523287915929,342987,0.1367573951473606,0.948863966986414
Twitter,#Dance,Reel,USA,2122512,277831,95870,1487,0.1308972575891208,0.0007005849672463,279318,0.1315978425563671,0.8007033712112446
Twitter,#Dance,Reel,USA,4445772,159466,75212,24528,0.0358691358891099,0.0055171520266896,183994,0.0413862879157995,1.677137574740005
Instagram,#Education,Video,UK,495496,300566,97031,48197,0.6065962187383954,0.0972702100521497,348763,0.7038664287905453,0.1934409766672641
TikTok,#Challenge,Post,Germany,1035819,94853,68842,31836,0.0915729485556839,0.030735099472012,126689,0.1223080480276959,0.3909873999869391
Twitter,#Comedy,Tweet,USA,424447,50456,76836,13951,0.1188746769325734,0.0328686502672889,64407,0.1517433271998624,0.1601197749649939
TikTok,#Gaming,Shorts,Germany,3949831,495150,7915,2858,0.1253597938747252,0.0007235752618276,498008,0.1260833691365529,1.4909305130315351
TikTok,#Fitness,Live Stream,India,4820393,44861,86973,46410,0.0093065026025886,0.0096278456963986,91271,0.0189343482989872,1.8195388634358336
TikTok,#Fashion,Reel,Canada,864256,437954,60063,46333,0.5067410582049763,0.053610272882109,484287,0.5603513310870853,0.3262280440531716
Instagram,#Comedy,Reel,Germany,1853392,232747,87334,27858,0.1255789385084213,0.015030819168314,260605,0.1406097576767354,0.7235617616031087
Twitter,#Challenge,Live Stream,Germany,4700334,65555,32126,13215,0.0139468812216323,0.0028115023315364,78770,0.0167583835531687,1.7731693764835412
TikTok,#Education,Video,Brazil,4412697,108323,25130,6295,0.0245480258445118,0.0014265652049075,114618,0.0259745910494194,1.665647113018941
Instagram,#Education,Live Stream,Brazil,340950,127995,30856,14353,0.3754069511658601,0.0420970816835313,142348,0.4175040328493914,0.1331064246627696
TikTok,#Tech,Tweet,Japan,3763770,75074,87283,26590,0.0199464898227043,0.0070647249964795,101664,0.0270112148191839,1.42069864179827
Twitter,#Dance,Tweet,Japan,394485,373829,36151,12167,0.9476380597487865,0.030842744337554,385996,0.9784808040863404,0.1488168120567835
Twitter,#Viral,Live Stream,Australia,4250412,138828,47483,35614,0.0326622454482059,0.0083789524403751,174442,0.0410411978885811,1.6034393291706848
Twitter,#Tech,Reel,UK,1722013,357734,70729,37238,0.207741753401397,0.0216246915673691,394972,0.2293664449687662,0.6496178181181491
Twitter,#Comedy,Video,Brazil,1359747,471796,85070,14073,0.3469733707814763,0.0103497194698719,485869,0.3573230902513482,0.5129554070339184
YouTube,#Comedy,Tweet,Germany,3205182,109645,57308,13223,0.0342086658417525,0.0041255067574945,122868,0.038334172599247,1.2126341937680318
Instagram,#Education,Video,India,1333000,426321,26174,27048,0.3198207051762941,0.020291072768192,453369,0.3401117779444861,0.5204014197843434
Instagram,#Challenge,Post,UK,543708,19494,13359,8753,0.0358538038800238,0.0160987147513003,28247,0.0519525186313241,0.2122628770803494
TikTok,#Fitness,Shorts,Australia,2337694,429342,49196,28304,0.183660479087511,0.0121076582307179,457646,0.1957681373182289,0.8824021368840191
TikTok,#Comedy,Shorts,Brazil,1423060,44643,79715,20950,0.031371129818841,0.0147217966916363,65593,0.0460929265104774,0.5371580647057195
TikTok,#Education,Tweet,Japan,2243003,67157,46609,10189,0.0299406643682598,0.0045425708302663,77346,0.0344832351985262,0.8466594174589427
YouTube,#Comedy,Post,India,567506,90799,30845,11229,0.1599965462920216,0.019786574943701,102028,0.1797831212357226,0.2147076767461319
YouTube,#Music,Post,Japan,1345248,10364,16629,34324,0.0077041556649777,0.0255149979780679,44688,0.0332191536430457,0.5089550995538029
Instagram,#Dance,Video,Canada,567122,489613,6414,13429,0.8633292307475288,0.0236792083537581,503042,0.8870084391012868,0.221403671411055
Twitter,#Fitness,Video,UK,4719001,143216,93614,38476,0.0303487962812468,0.0081534206074548,181692,0.0385022168887016,1.7802113766373215
TikTok,#Gaming,Tweet,UK,1357286,485410,96395,177,0.3576328054662024,0.0001304072980934,485587,0.3577632127642958,0.51233055599354
Twitter,#Fashion,Tweet,India,2298278,202870,25710,3153,0.0882704355173743,0.0013718966983106,206023,0.0896423322156849,0.8670099121138711
YouTube,#Fashion,Post,Brazil,2824208,151603,30104,8914,0.0536798281146431,0.0031562831066267,160517,0.0568361112212698,1.068498197953572
Twitter,#Gaming,Tweet,Germany,2517906,254149,3970,17586,0.1009366513285245,0.0069843751116999,271735,0.1079210264402245,0.94986309740205
TikTok,#Challenge,Tweet,Japan,1070510,29674,53802,4514,0.0277194981831089,0.0042166817685028,34188,0.0319361799516118,0.4040821046534368
TikTok,#Comedy,Tweet,UK,3369227,130484,70848,12010,0.0387281711799175,0.0035646158599583,142494,0.0422927870398759,1.2717717136833704
TikTok,#Fitness,Video,USA,2580238,118495,10621,34440,0.0459240581682775,0.0133476059185237,152935,0.0592716640868013,0.973954471744098
TikTok,#Comedy,Live Stream,Japan,1094116,301730,23651,29582,0.2757751463281773,0.0270373525293478,331312,0.3028124988575251,0.4129925885932869
YouTube,#Music,Reel,UK,3107277,201634,7994,4367,0.064890899652654,0.0014054105894003,206001,0.0662963102420543,1.1755932548320027
Instagram,#Tech,Video,Canada,3502729,423463,33243,17585,0.1208951648842945,0.0050203712590954,441048,0.1259155361433899,1.3674607237207754
YouTube,#Tech,Tweet,Brazil,3073848,306268,94923,45513,0.0996366768948887,0.0148065226387251,351781,0.1144431995336139,1.1629458767849927
TikTok,#Comedy,Tweet,Japan,2092377,158177,72216,47525,0.0755967973266767,0.0227134020303224,205702,0.0983101993569992,0.7898030862751811
YouTube,#Education,Post,USA,4530257,474798,91950,40024,0.1048059745837819,0.0088348188634772,514822,0.1136407934472591,1.7139571309076933
TikTok,#Tech,Live Stream,Japan,4297874,462449,15517,44021,0.1075994782536668,0.010242505945963,506470,0.1178419841996298,1.622305229708536
TikTok,#Comedy,Post,Australia,2847461,439633,17966,47276,0.1543947397348023,0.0166028612858964,486909,0.1709976010206988,1.0748223125412932
Instagram,#Viral,Video,Canada,4096574,225112,53015,15291,0.0549512836824136,0.0037326312181837,240403,0.0586839149005974,1.599297018643381
Twitter,#Fitness,Reel,Brazil,3708615,239914,45200,8352,0.0646909965040857,0.0022520536642385,248266,0.0669430501683242,1.3990500562656842
TikTok,#Music,Reel,India,4047898,375210,72728,40390,0.0926925530238163,0.0099780182208148,415600,0.1026705712446311,1.5279475607536943
Twitter,#Comedy,Reel,Brazil,2676484,97672,26461,49856,0.0364926523005555,0.0186274231417038,147528,0.0551200754422593,1.0096855809498164
Instagram,#Education,Video,Canada,961039,320162,73066,32,0.3331415270348029,3.3297295947406924e-05,320194,0.3331748243307503,0.3751883421366284
Twitter,#Fashion,Tweet,Canada,3806052,336179,69578,32549,0.0883274847532298,0.008551906279788,368728,0.0968793910330179,1.4358075089353086
TikTok,#Viral,Tweet,Australia,2277888,10022,63720,49788,0.0043996895369746,0.0218570886716115,59810,0.0262567782085862,0.859827350706493
Instagram,#Viral,Tweet,UK,3850711,419814,14656,45277,0.1090224636437271,0.0117580883114832,465091,0.1207805519552103,1.50331243179234
Twitter,#Tech,Shorts,Germany,1675122,177756,68407,36886,0.1061152560828405,0.0220198887006438,214642,0.1281351447834844,0.6319285038624622
Instagram,#Music,Reel,Australia,423362,110690,51877,22816,0.2614547361359782,0.0538924135845919,133506,0.3153471497205701,0.1652799594019048
